Time [s],Channel 0,Channel 1,Channel 2,Channel 3
1.284590100,0,1,0,1
1.286593000,0,1,1,1
1.287595300,0,0,1,1
1.287604300,0,0,1,0
1.288597300,1,0,1,0
1.290599900,1,0,1,1
1.293606500,0,0,1,1
1.293615600,0,0,1,0
1.294607000,0,1,1,0
1.296610100,0,1,1,1
1.297611600,0,1,0,1
1.298613100,1,1,0,1
1.299614700,1,1,0,0
1.301617400,1,0,0,0
1.302619000,1,0,0,1
1.303621800,0,0,0,1
1.305624700,0,0,0,0
1.308630700,0,0,1,0
1.308639400,0,1,1,0
1.308648300,1,1,1,0
1.308657100,1,1,1,1
1.311633100,1,1,1,0
1.313637300,0,1,1,0
1.314638700,0,1,1,1
1.315639800,0,0,1,1
1.317642500,0,0,1,0
1.318643900,1,0,1,0
1.319645500,1,0,0,0
1.320647100,1,0,0,1
1.322651500,1,1,0,1
1.323653400,0,1,0,1
1.323662300,0,1,0,0
1.326655500,0,1,0,1
1.328659200,1,1,0,1
1.329661200,1,0,0,1
1.329670300,1,0,0,0
1.330661300,1,0,1,0
1.332663500,1,0,1,1
1.333664500,0,0,1,1
1.335668400,0,0,1,0
1.336669600,0,1,1,0
1.338672700,1,1,1,0
1.338681800,1,1,1,1
1.341676400,1,1,0,1
1.341685600,1,1,0,0
1.343679300,1,0,0,0
1.343688300,0,0,0,0
1.344681200,0,0,0,1
1.347685200,0,0,0,0
1.348686700,1,0,0,0
1.350692100,1,1,0,0
1.350701200,1,1,0,1
1.352694300,1,1,1,1
1.353696600,0,1,1,1
1.353705600,0,1,1,0
1.356699800,0,1,1,1
1.357702800,0,0,1,1
1.358704300,1,0,1,1
1.359705700,1,0,1,0
1.362709600,1,0,1,1
1.363711800,1,0,0,1
1.363721000,0,0,0,1
1.364712700,0,1,0,1
1.365715800,0,1,0,0
1.368720500,1,1,0,0
1.368729600,1,1,0,1
1.371726400,1,0,0,1
1.371735600,1,0,0,0
1.373728500,0,0,0,0
1.374730700,0,0,1,0
1.374739900,0,0,1,1
1.377733900,0,0,1,0
1.378736000,0,1,1,0
1.378745100,1,1,1,0
1.380739400,1,1,1,1
1.383744000,0,1,1,1
1.383753100,0,1,1,0
1.385746800,0,1,0,0
1.385755900,0,0,0,0
1.386749000,0,0,0,1
1.388751200,1,0,0,1
1.389752500,1,0,0,0
1.392758600,1,1,0,0
1.392767800,1,1,0,1
1.393758900,0,1,0,1
1.395761400,0,1,0,0
1.396762800,0,1,1,0
1.398766300,1,1,1,0
1.398775300,1,1,1,1
1.399768100,1,0,1,1
1.401770700,1,0,1,0
1.403773000,0,0,1,0
1.404774500,0,0,1,1
1.406779000,0,1,1,1
1.407781100,0,1,0,1
1.407790300,0,1,0,0
1.408781500,1,1,0,0
1.410784100,1,1,0,1
1.413789700,1,0,0,1
1.413798600,0,0,0,1
1.413807600,0,0,0,0
1.416793700,0,0,0,1
1.418797300,0,0,1,1
1.418806500,1,0,1,1
1.419798100,1,0,1,0
1.420800900,1,1,1,0
1.422803800,1,1,1,1
1.423805000,0,1,1,1
1.425808000,0,1,1,0
1.427812500,0,0,1,0
1.428814700,1,0,1,0
1.428823700,1,0,1,1
1.429815100,1,0,0,1
1.431818400,1,0,0,0
1.433821300,0,0,0,0
1.434823400,0,1,0,0
1.434832600,0,1,0,1
1.437828200,0,1,0,0
1.438829600,1,1,0,0
1.440833400,1,1,1,0
1.440842500,1,1,1,1
1.441834200,1,0,1,1
1.443839400,0,0,1,1
1.443848400,0,0,1,0
1.446842400,0,0,1,1
1.448846200,0,1,1,1
1.448855400,1,1,1,1
1.449848500,1,1,1,0
1.451851000,1,1,0,0
1.452852600,1,1,0,1
1.453853900,0,1,0,1
1.455857600,0,0,0,1
1.455866800,0,0,0,0
1.458863200,1,0,0,0
1.458872400,1,0,0,1
1.461866500,1,0,0,0
1.462868900,1,0,1,0
1.462878100,1,1,1,0
1.463871200,0,1,1,0
1.464872200,0,1,1,1
1.467875800,0,1,1,0
1.468877000,1,1,1,0
1.469878500,1,0,1,0
1.470880000,1,0,1,1
1.473886700,1,0,0,1
1.473895600,0,0,0,1
1.473904600,0,0,0,0
1.476889300,0,1,0,0
1.476898400,0,1,0,1
1.478892400,1,1,0,1
1.479893700,1,1,0,0
1.482898800,1,1,0,1
1.483900900,1,0,0,1
1.483910100,0,0,0,1
1.484901600,0,0,1,1
1.485903100,0,0,1,0
1.488907700,1,0,1,0
1.488916700,1,0,1,1
1.490911000,1,1,1,1
1.491912500,1,1,1,0
1.493915200,0,1,1,0
1.494916800,0,1,1,1
1.495918200,0,1,0,1
1.497921800,0,0,0,1
1.497930800,0,0,0,0
1.498923600,1,0,0,0
1.500925900,1,0,0,1
1.503931700,0,0,0,1
1.503940900,0,0,0,0
1.504932100,0,1,0,0
1.506935100,0,1,1,0
1.506944300,0,1,1,1
1.508936400,1,1,1,1
1.509937400,1,1,1,0
1.511940800,1,0,1,0
1.512942100,1,0,1,1
1.513942900,0,0,1,1
1.515945300,0,0,1,0
1.517947500,0,0,0,0
1.518950100,0,1,0,0
1.518959000,1,1,0,0
1.518967900,1,1,0,1
1.521953200,1,1,0,0
1.523957000,0,1,0,0
1.524958300,0,1,0,1
1.525959200,0,0,0,1
1.527961900,0,0,0,0
1.528963800,0,0,1,0
1.528972900,1,0,1,0
1.530965600,1,0,1,1
1.532969700,1,1,1,1
1.533971800,0,1,1,1
1.533980700,0,1,1,0
1.536974300,0,1,1,1
1.538978500,1,1,1,1
1.539981200,1,1,0,1
1.539990200,1,0,0,1
1.539999200,1,0,0,0
1.542982900,1,0,0,1
1.543985500,0,0,0,1
1.545987800,0,0,0,0
1.546989100,0,1,0,0
1.548992500,1,1,0,0
1.549001700,1,1,0,1
1.550994400,1,1,1,1
1.551996000,1,1,1,0
1.554000600,1,0,1,0
1.554009700,0,0,1,0
1.555000800,0,0,1,1
1.558004100,0,0,1,0
1.559006800,1,0,1,0
1.561009800,1,1,1,0
1.561019000,1,1,1,1
1.562010200,1,1,0,1
1.564013400,0,1,0,1
1.564022400,0,1,0,0
1.567017500,0,1,0,1
1.568018800,0,0,0,1
1.569020200,1,0,0,1
1.570021400,1,0,0,0
1.573026200,1,0,1,0
1.573035300,1,0,1,1
1.574028500,0,0,1,1
1.575029800,0,1,1,1
1.576031200,0,1,1,0
1.579035900,1,1,1,0
1.579045100,1,1,1,1
1.582041600,1,0,1,1
1.582050700,1,0,1,0
1.584044300,1,0,0,0
1.584053500,0,0,0,0
1.585045100,0,0,0,1
1.588050500,0,0,0,0
1.589052600,0,1,0,0
1.589061800,1,1,0,0
1.591054200,1,1,0,1
1.594060100,0,1,0,1
1.594069300,0,1,0,0
1.595060600,0,1,1,0
1.596062300,0,0,1,0
1.597063600,0,0,1,1
1.599066400,1,0,1,1
1.600069400,1,0,1,0
1.603074000,1,1,1,0
1.603083200,1,1,1,1
1.604074800,0,1,1,1
1.606078200,0,1,0,1
1.606087400,0,1,0,0
1.609083200,1,1,0,0
1.609092200,1,1,0,1
1.610083200,1,0,0,1
1.612085900,1,0,0,0
1.614089700,0,0,0,0
1.615091000,0,0,0,1
1.617094000,0,0,1,1
1.617103200,0,1,1,1
1.618094600,0,1,1,0
1.619095600,1,1,1,0
1.621099700,1,1,1,1
1.624104700,1,0,1,1
1.624113700,0,0,1,1
1.624122700,0,0,1,0
1.627107500,0,0,1,1
1.628108600,0,0,0,1
1.629109800,1,0,0,1
1.630111300,1,0,0,0
1.631112500,1,1,0,0
1.633116800,1,1,0,1
1.634117800,0,1,0,1
1.636120500,0,1,0,0
1.638123100,0,0,0,0
1.639125900,0,0,1,0
1.639134800,1,0,1,0
1.639143700,1,0,1,1
1.642129100,1,0,1,0
1.644131900,0,0,1,0
1.645134000,0,1,1,0
1.645143100,0,1,1,1
1.648138100,0,1,1,0
1.649139400,1,1,1,0
1.650140700,1,1,0,0
1.651142100,1,1,0,1
1.652143400,1,0,0,1
1.654146900,0,0,0,1
1.654155900,0,0,0,0
1.657151500,0,0,0,1
1.659154900,0,1,0,1
1.659164100,1,1,0,1
1.660155700,1,1,0,0
1.661158300,1,1,1,0
1.663160800,1,1,1,1
1.664162000,0,1,1,1
1.666165100,0,0,1,1
1.666174300,0,0,1,0
1.669170000,1,0,1,0
1.669179200,1,0,1,1
1.672174100,1,0,0,1
1.672183300,1,0,0,0
1.673174900,1,1,0,0
1.674176200,0,1,0,0
1.675178900,0,1,0,1
1.678182500,0,1,0,0
1.679184000,1,1,0,0
1.680185500,1,0,0,0
1.681187100,1,0,0,1
1.683191700,1,0,1,1
1.684193800,0,0,1,1
1.684202800,0,0,1,0
1.687197600,0,1,1,0
1.687206800,0,1,1,1
1.689199500,1,1,1,1
1.690201100,1,1,1,0
1.693206100,1,1,1,1
1.694208800,1,1,0,1
1.694217800,1,0,0,1
1.694226800,0,0,0,1
1.696210700,0,0,0,0
1.699214500,1,0,0,0
1.699223500,1,0,0,1
1.701217300,1,1,0,1
1.702218600,1,1,0,0
1.704220900,0,1,0,0
1.705223000,0,1,1,0
1.705232200,0,1,1,1
1.708226700,0,0,1,1
1.708235800,0,0,1,0
1.709228500,1,0,1,0
1.711230900,1,0,1,1
1.714237000,0,0,1,1
1.714246100,0,0,1,0
1.715237600,0,1,1,0
1.716239000,0,1,0,0
1.717240500,0,1,0,1
1.719242900,1,1,0,1
1.720244500,1,1,0,0
1.722247000,1,0,0,0
1.723248600,1,0,0,1
1.724251400,0,0,0,1
1.726254200,0,0,0,0
1.727255700,0,0,1,0
1.729259900,0,1,1,0
1.729268800,1,1,1,0
1.729277600,1,1,1,1
1.732263200,1,1,1,0
1.734265600,0,1,1,0
1.735267200,0,1,1,1
1.736268500,0,0,1,1
1.738273700,0,0,0,1
1.738282900,0,0,0,0
1.739274100,1,0,0,0
1.741276700,1,0,0,1
1.743279400,1,1,0,1
1.744281700,0,1,0,1
1.744290700,0,1,0,0
1.747286400,0,1,0,1
1.749290400,0,1,1,1
1.749299600,1,1,1,1
1.750291800,1,0,1,1
1.750300800,1,0,1,0
1.753296600,1,0,1,1
1.754297800,0,0,1,1
1.756300800,0,0,1,0
1.757303900,0,1,1,0
1.759307700,1,1,1,0
1.759316800,1,1,1,1
1.760308100,1,1,0,1
1.762311200,1,1,0,0
1.764314800,1,0,0,0
1.764323900,0,0,0,0
1.765316900,0,0,0,1
1.768320700,0,0,0,0
1.769322200,1,0,0,0
1.771326700,1,0,1,0
1.771335700,1,1,1,0
1.771344700,1,1,1,1
1.774331200,0,1,1,1
1.774340200,0,1,1,0
1.777335600,0,1,1,1
1.778337000,0,0,1,1
1.779338600,1,0,1,1
1.780340000,1,0,1,0
1.782342800,1,0,0,0
1.783344500,1,0,0,1
1.784346000,0,0,0,1
1.785349000,0,1,0,1
1.786350300,0,1,0,0
1.789355000,1,1,0,0
1.789364200,1,1,0,1
1.792360700,1,0,0,1
1.792369900,1,0,0,0
1.793361200,1,0,1,0
1.794362500,0,0,1,0
1.795363500,0,0,1,1
1.798366900,0,0,1,0
1.799369000,0,1,1,0
1.799378200,1,1,1,0
1.801372700,1,1,1,1
1.804378200,1,1,0,1
1.804387200,0,1,0,1
1.804396200,0,1,0,0
1.806380600,0,0,0,0
1.807382000,0,0,0,1
1.809384600,1,0,0,1
1.810386000,1,0,0,0
1.813391900,1,1,0,0
1.813401000,1,1,0,1
1.814392400,0,1,0,1
1.815393600,0,1,1,1
1.816395100,0,1,1,0
1.819401200,1,1,1,0
1.819410200,1,1,1,1
1.820401200,1,0,1,1
1.822403800,1,0,1,0
1.824406100,0,0,1,0
1.825407500,0,0,1,1
1.826408700,0,0,0,1
1.827410200,0,1,0,1
1.828413000,0,1,0,0
1.829414000,1,1,0,0
1.831416400,1,1,0,1
1.834421400,1,0,0,1
1.834430300,0,0,0,1
1.834439300,0,0,0,0
1.837425300,0,0,1,0
1.837434500,0,0,1,1
1.839427000,1,0,1,1
1.840429800,1,0,1,0
1.841430700,1,1,1,0
1.843433300,1,1,1,1
1.844434100,0,1,1,1
1.846436800,0,1,1,0
1.848440100,0,1,0,0
1.848449300,0,0,0,0
1.849442900,1,0,0,0
1.849451800,1,0,0,1
1.852445200,1,0,0,0
1.854449400,0,0,0,0
1.855451400,0,1,0,0
1.855460600,0,1,0,1
1.858454200,0,1,0,0
1.859456100,0,1,1,0
1.859465300,1,1,1,0
1.861458000,1,1,1,1
1.862460800,1,0,1,1
1.864463800,0,0,1,1
1.864472800,0,0,1,0
1.867466400,0,0,1,1
1.869471600,0,1,1,1
1.869480700,1,1,1,1
1.870472700,1,1,0,1
1.870481900,1,1,0,0
1.873475300,1,1,0,1
1.874476700,0,1,0,1
1.876481800,0,0,0,1
1.876491000,0,0,0,0
1.879485700,1,0,0,0
1.879494900,1,0,0,1
1.881487800,1,0,1,1
1.882489400,1,0,1,0
1.883490800,1,1,1,0
1.884493700,0,1,1,0
1.885494700,0,1,1,1
1.888498000,0,1,1,0
1.889499300,1,1,1,0
1.890500700,1,0,1,0
1.891502200,1,0,1,1
1.892503400,1,0,0,1
1.894508400,0,0,0,1
1.894517400,0,0,0,0
1.897511600,0,1,0,0
1.897520700,0,1,0,1
1.899513400,1,1,0,1
1.900515100,1,1,0,0
1.903521300,1,1,1,0
1.903530500,1,1,1,1
1.904522700,1,0,1,1
1.904531700,0,0,1,1
1.906524300,0,0,1,0
1.909530100,1,0,1,0
1.909539300,1,0,1,1
1.911531700,1,1,1,1
1.912533000,1,1,1,0
1.914537900,1,1,0,0
1.914547000,0,1,0,0
1.915538400,0,1,0,1
1.918542400,0,0,0,1
1.918551600,0,0,0,0
1.919542800,1,0,0,0
1.921546700,1,0,0,1
1.924551200,0,0,0,1
1.924560400,0,0,0,0
1.925552700,0,0,1,0
1.925561900,0,1,1,0
1.927556400,0,1,1,1
1.929558900,1,1,1,1
1.930560100,1,1,1,0
1.932562300,1,0,1,0
1.933563800,1,0,1,1
1.934566700,0,0,1,1
1.936570000,0,0,0,1
1.936579100,0,0,0,0
1.939574200,0,1,0,0
1.939583100,1,1,0,0
1.939592000,1,1,0,1
1.942577500,1,1,0,0
1.944579900,0,1,0,0
1.945581400,0,1,0,1
1.946582600,0,0,0,1
1.947584000,0,0,1,1
1.948585300,0,0,1,0
1.949587800,1,0,1,0
1.951590000,1,0,1,1
1.953592300,1,1,1,1
1.954594400,0,1,1,1
1.954603400,0,1,1,0
1.957598400,0,1,1,1
1.958599700,0,1,0,1
1.959601200,1,1,0,1
1.960603100,1,0,0,1
1.960612100,1,0,0,0
1.963607300,1,0,0,1
1.964608300,0,0,0,1
1.966611000,0,0,0,0
1.967612400,0,1,0,0
1.969616400,0,1,1,0
1.969625400,1,1,1,0
1.969634400,1,1,1,1
1.972619700,1,1,1,0
1.974622900,1,0,1,0
1.974632100,0,0,1,0
1.975624700,0,0,1,1
1.978627900,0,0,1,0
1.979629300,1,0,1,0
1.980630700,1,0,0,0
1.981632900,1,1,0,0
1.981641900,1,1,0,1
1.984637900,0,1,0,1
1.984646900,0,1,0,0
1.987642400,0,1,0,1
1.988643600,0,0,0,1
1.989645000,1,0,0,1
1.990646400,1,0,0,0
1.991647500,1,0,1,0
1.993650200,1,0,1,1
1.994651500,0,0,1,1
1.995652800,0,1,1,1
1.996654300,0,1,1,0
1.999659800,1,1,1,0
1.999669000,1,1,1,1
2.002663900,1,1,0,1
2.002672900,1,0,0,1
2.002681900,1,0,0,0
2.004665800,0,0,0,0
2.005667100,0,0,0,1
2.008671800,0,0,0,0
2.009673600,0,1,0,0
2.009682800,1,1,0,0
2.011675200,1,1,0,1
2.013677600,1,1,1,1
2.014679600,0,1,1,1
2.014688600,0,1,1,0
2.016682500,0,0,1,0
2.017683700,0,0,1,1
2.019686200,1,0,1,1
2.020687700,1,0,1,0
2.023693700,1,1,1,0
2.023702900,1,1,1,1
2.024695100,1,1,0,1
2.024704200,0,1,0,1
2.026696800,0,1,0,0
2.029702900,1,1,0,0
2.029711900,1,1,0,1
2.030703100,1,0,0,1
2.031616000,1,0,0,1
